Должность,Мин З/П,Макс З/П,Адрес
Пекарь,40800,44100,"107241, г Москва, ул Уральская, д 7"
Пекарь,40841,44108,"107061, г Москва, ул Преображенский Вал, д 1"
Пекарь,40841,44108,"115093, г Москва, ул Большая Серпуховская, д 46"
Пекарь,40841,44108,"107150, г Москва, ул Бойцовая, д 24"
Пекарь,40800,44100,"107065, г Москва, ул Уральская, д 25"
Пекарь,40841,44108,"129272, г Москва, Олимпийский пр-кт, д 26"
Пекарь,40800,44100,"107207, г Москва, ул Уральская, д 4"
Пекарь,40841,44108,"129323, г Москва, ул Сельскохозяйственная, д 35А"
Пекарь,40841,44108,"125445, г Москва, ул Смольная, д 24Б"
Пекарь,38148,41200,"108823, г Москва, Рязановское шоссе, д 31"
Сборщик заказов,33500,38000,"125459, г Москва, ул Фабрициуса, д 35А"
Сборщик заказов,38000,40000,"115184, г Москва, ул Новокузнецкая, д 13"
Сборщик заказов,40900,44250,"115470, г Москва, ул Судостроительная, д 17"
Сборщик заказов,55000,57000,"125284, г Москва, ул Беговая, д 28"
Сборщик заказов,40900,44250,"117405, г Москва, ул Кирпичные Выемки, влд 2"
Сборщик заказов,38000,40000,"111674, г Москва, ул 1-я Вольская, д 1"
Сборщик заказов,40900,44200,"117452, г Москва, Черноморский б-р, д 17"
Сборщик заказов,40900,44200,"115598, г Москва, ул Лебедянская, д 28"
Сборщик заказов,40900,44250,"117208, г Москва, ул Чертановская, д 7А"
Сборщик заказов,38000,40000,"121108, г Москва, ул Кастанаевская, д 42А"
Сборщик заказов,40510,43800,"127247, г Москва, ул Софьи Ковалевской, д 1"
Сборщик заказов,33500,38000,"123098, г Москва, ул Максимова, д 18"
Сборщик заказов,40000,44000,"129226, г Москва, пр-кт Мира, д 175"
Сборщик заказов,38000,40000,"105005, г Москва, наб Академика Туполева, д 15"
Сборщик заказов,40900,44200,"109386, г Москва, ул Новороссийская, д 19"
Сборщик заказов,38000,40000,"109145, г Москва, ул Привольная, д 3"
Сборщик заказов,33500,38000,"123154, г Москва, пр-кт Маршала Жукова, д 60"
Сборщик заказов,40900,44250,"117405, г Москва, Варшавское шоссе, д 152"
Сборщик заказов,40900,44250,"115516, г Москва, ул Севанская, д 15"
Сборщик заказов,55000,57000,"125319, г Москва, ул Черняховского, д 19"
Сборщик заказов,55000,57000,"125130, г Москва, ул Нарвская, д 1А"
Сборщик заказов,55000,57000,"125466, г Москва, ул Воротынская, д 2"
Сборщик заказов,38000,40000,"123100, г Москва, Шмитовский проезд, д 2"
Сборщик заказов,40900,44250,"117534, г Москва, ул Академика Янгеля, д 14А"
Сборщик заказов,38000,40000,"107392, г Москва, ул Просторная, д 11"
Сборщик заказов,40900,44200,"115114, г Москва, 3-й Павелецкий проезд, д 4"
Сборщик заказов,40900,44200,"117463, г Москва, ул Паустовского, д 2/34"
Сборщик заказов,40000,44000,"129337, г Москва, Ярославское шоссе, д 111"
Сборщик заказов,40900,44200,"117186, г Москва, Нахимовский пр-кт, д 20А"
Сборщик заказов,40000,44000,"127322, г Москва, ул Яблочкова, д 25"
Сборщик заказов,33500,38000,"123103, г Москва, наб Новикова-Прибоя, д 6Б"
Сборщик заказов,38000,40000,"109156, г Москва, ул Авиаконструктора Миля, д 7"
Сборщик заказов,40900,44200,"117639, г Москва, Варшавское шоссе, д 102"
Сборщик заказов,33500,38000,"123060, г Москва, ул Маршала Мерецкова, д 3"
